year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
2007,06,EU (External Trade),Uganda,5063400.0,January 2020
2007,06,EU (External Trade),Turkey,2129850.0,February 2020
2007,06,EU (External Trade),Trinidad & Tobago,598750.0,April 2020
2007,06,EU (External Trade),Togo,5133000.0,January 2021
2007,06,EU (External Trade),Tunisia,0.0,May 2021
2007,06,France,Austria,479000.0,June 2021
2007,06,France,Benin,598750.0,July 2021
2007,06,France,Belgium,1197500.0,August 2021
2007,06,France,Czech Republic,2129850.0,September 2021
2007,06,France,Denmark,278600.0,October 2021
2007,06,France,Germany,1556000.0,November 2021
2007,06,France,Hungary,574560.0,December 2021
2007,06,France,Ireland,258000.0,January 2021
2007,06,France,Italy,109800.0,February 2021
2007,06,France,Luxembourg,330840.0,December 2019
2007,06,France,Morocco,263880.0,December 2020
2007,06,France,Malta,260620.0,December 2020
2007,06,France,Mauritania,48800.0,December 2021
2007,06,France,New Zealand,69800.0,December 2022
2007,06,France,Netherlands,278600.0,December 2023
2007,06,France,Poland,1556000.0,December 2020
2007,06,France,Paraguay,574560.0,December 2021
2007,06,France,Portugal,258000.0,December 2022
2007,06,France,Romania,109800.0,December 2023
2007,06,France,Senegal,330840.0,January 2020
2007,06,France,Spain,263880.0,January 2021
2007,06,France,Singapore,376800.0,January 2022
2007,06,France,Slovenia,48800.0,January 2023
2007,06,France,Sweden,598750.0,May 2020
2007,06,France,Switzerland,5133000.0,June 2020
2007,06,France,Tunisia,2129850.0,July 2020
2007,06,France,Togo,1197500.0,August 2020
2007,06,France,Vietnam,5133000.0,September 2020
2007,06,France,United Kingdom,79800.0,October 2020
2007,06,France (Customs),Austria,69800.0,November 2020
2007,06,France (Customs),Belgium,0.0,December 2020
2007,06,France (Customs),Benin,79800.0,January 2020
2007,06,France (Customs),Czech Republic,615980.0,February 2020
2007,06,France (Customs),Denmark,11480000.0,April 2020
2007,06,France (Customs),Germany,11144000.0,January 2021
2007,06,France (Customs),Hungary,4141000.0,May 2021
2007,06,France (Customs),Ireland,11480000.0,June 2021
2007,06,France (Customs),Luxembourg,612000.0,July 2021
2007,06,France (Customs),Italy,348840.0,August 2021
2007,06,France (Customs),Mauritania,170460.0,September 2021
2007,06,France (Customs),Morocco,127000.0,October 2021
2007,06,France (Customs),Malta,612000.0,November 2021
2007,06,France (Customs),New Zealand,348840.0,December 2021
2007,06,France (Customs),Netherlands,170460.0,January 2021
2007,06,France (Customs),Portugal,141800.0,February 2021
2007,06,France (Customs),Poland,4320000.0,December 2019
2007,06,France (Customs),Paraguay,4250880.0,December 2020
2007,06,France (Customs),Romania,0.0,December 2020
2007,06,France (Customs),Singapore,0.0,December 2021
2007,06,France (Customs),Senegal,0.0,December 2022
2007,06,Germany,Chile,589500.0,December 2023
2007,06,Germany,Bulgaria,455000.0,December 2020
2007,06,Germany,Belgium,287400.0,December 2021
2007,06,Germany,Brazil,0.0,December 2022
2007,06,Germany,Bolivia,708600.0,December 2023
2007,06,Germany,Belarus,246120.0,January 2020
2007,06,Germany,Bahrain,351600.0,January 2021
2007,06,Germany,Austria,5015340.0,January 2022
2007,06,Germany,Argentina,4593600.0,January 2023
2007,06,Germany,Australia,759900.0,May 2020
2007,06,France (Customs),Slovenia,696000.0,June 2020
2007,06,France (Customs),Spain,15957900.0,July 2020
2007,06,France (Customs),Sweden,14616000.0,August 2020
2007,06,France (Customs),Switzerland,3085000.0,September 2020
2007,06,France (Customs),Tunisia,8480000.0,October 2020
2007,06,France (Customs),Togo,17016320.0,November 2020
2007,06,France (Customs),Vietnam,949440.0,December 2020
2007,06,France (Customs),United Kingdom,11107980.0,January 2020
2007,06,Germany,Pakistan,8261000.0,February 2020
2007,06,Germany,Peru,21028000.0,April 2020
2007,06,Germany,Paraguay,3085000.0,January 2021
2007,06,Germany,New Zealand,8480000.0,May 2021
2007,06,Germany,Netherlands,17016320.0,June 2021
2007,06,Germany,Norway,949440.0,July 2021
2007,06,Germany,Morocco,19576440.0,August 2021
2007,06,Germany,Moldova,8261000.0,September 2021
2007,06,Germany,Malaysia,21028000.0,October 2021
2007,06,Germany,Mexico,1380400.0,November 2021
2007,06,Germany,Macedonia,1816000.0,December 2021
2007,06,Germany,Luxembourg,141000.0,January 2021
2007,06,Germany,Lithuania,7772760.0,February 2021
2007,06,Germany,Latvia,1529900.0,December 2019
2007,06,Germany,Kuwait,2867400.0,December 2020
2007,06,Germany,"Korea, South",3468140.0,December 2020
2007,06,Germany,Japan,20394900.0,December 2021
2007,06,Germany,Italy,1617000.0,December 2022
2007,06,Germany,Israel,3264000.0,December 2023
2007,06,Germany,Ireland,2246400.0,December 2020
2007,06,Germany,Indonesia,13239200.0,December 2021
2007,06,Germany,Iraq,2286000.0,December 2022
2007,06,Germany,India,949000.0,December 2023
2007,06,Germany,Hungary,2528000.0,January 2020
2007,06,Germany,Guatemala,1358314.0,January 2021
2007,06,Germany,Guinea,1786944.0,January 2022
2007,06,Germany,Hong Kong,138744.0,January 2023
2007,06,Germany,France,7648396.0,May 2020
2007,06,Germany,Greece,1505422.0,June 2020
2007,06,Germany,Egypt,2821522.0,July 2020
2007,06,Germany,Estonia,3412650.0,August 2020
2007,06,Germany,Finland,20068582.0,September 2020
2007,06,Germany,Denmark,1591128.0,October 2020
2007,06,Germany,Czech Republic,3211776.0,November 2020
2007,06,Germany,Croatia,2210458.0,December 2020
2007,06,Germany,Colombia,13027373.0,January 2020
2007,06,Germany,China,2249424.0,February 2020
2007,06,Germany,Turkey,933816.0,April 2020
2007,06,Germany,Thailand,2487552.0,January 2021
2007,06,Germany,Taiwan,759600.0,May 2021
2007,06,Germany,Switzerland,782400.0,June 2021
2007,06,Germany,Sweden,535200.0,July 2021
2007,06,Germany,Spain,551200.0,August 2021
2007,06,Germany,South Africa,1358314.0,September 2021
2007,06,Germany,Slovenia,1786944.0,October 2021
2007,06,Germany,Slovakia,138744.0,November 2021
2007,06,Germany,Serbia,7648396.0,December 2021
2007,06,Germany,Singapore,1505422.0,January 2021
2007,06,Germany,Saudi Arabia,2821522.0,February 2021
2007,06,Germany,Russia,3412650.0,December 2019
2007,06,Germany,Romania,20068582.0,December 2020
2007,06,Germany,Qatar,1591128.0,December 2020
2007,06,Germany,Portugal,3211776.0,December 2021
2007,06,Germany,Poland,2210458.0,December 2022
2007,06,Germany,Philippines,13027373.0,December 2023
2007,06,Germany,United States,2249424.0,December 2020
2007,06,Germany,Vietnam,933816.0,December 2021
2007,06,Germany,United Kingdom,2487552.0,December 2022
2007,06,Germany,United Arab Emirates,1380400.0,December 2023
2007,06,Germany (Customs),Australia,1816000.0,January 2020
2007,06,Germany (Customs),Bahrain,141000.0,January 2021
2007,06,Germany (Customs),Austria,7772760.0,January 2022
2007,06,Germany (Customs),Brazil,1529900.0,January 2023
2007,06,Germany (Customs),Bolivia,2867400.0,May 2020
2007,06,Germany (Customs),Belgium,3468140.0,June 2020
2007,06,Germany (Customs),Chile,20394900.0,July 2020
2007,06,Germany (Customs),Bulgaria,1617000.0,August 2020
2007,06,Germany (Customs),Colombia,3264000.0,September 2020
2007,06,Germany (Customs),China,2246400.0,October 2020
2007,06,Germany (Customs),Czech Republic,13239200.0,November 2020
2007,06,Germany (Customs),Croatia,2286000.0,December 2020
2007,06,Germany (Customs),Denmark,949000.0,January 2020
2007,06,Germany (Customs),Estonia,2528000.0,February 2020
2007,06,Germany (Customs),Finland,3085000.0,April 2020
2007,06,Germany (Customs),France,5300000.0,January 2021
2007,06,Germany (Customs),Greece,17016320.0,May 2021
2007,06,Germany (Customs),Guatemala,949440.0,June 2021
2007,06,Germany (Customs),Guinea,11107980.0,July 2021
2007,06,Germany (Customs),Hungary,8261000.0,August 2021
2007,06,Germany (Customs),India,21028000.0,September 2021
2007,06,Germany (Customs),Hong Kong,3085000.0,October 2021
2007,06,Germany (Customs),Indonesia,8480000.0,November 2021
2007,06,Germany (Customs),Ireland,17016320.0,December 2021
2007,06,Germany (Customs),Iraq,949440.0,January 2021
2007,06,Germany (Customs),Israel,11107980.0,February 2021
2007,06,Germany (Customs),Italy,8261000.0,December 2019
2007,06,Germany (Customs),"Korea, South",21028000.0,December 2020
2007,06,Germany (Customs),Japan,1380400.0,December 2020
2007,06,Germany (Customs),Kuwait,1816000.0,December 2021
2007,06,Germany (Customs),Latvia,141000.0,December 2022
2007,06,Germany (Customs),Lithuania,7772760.0,December 2023
2007,06,Germany (Customs),Luxembourg,1529900.0,December 2020
2007,06,Germany (Customs),Macedonia,2867400.0,December 2021
2007,06,Germany (Customs),Malaysia,3468140.0,December 2022
2007,06,Germany (Customs),Morocco,1199700.0,December 2023
2007,06,Germany (Customs),Moldova,1617000.0,January 2020
2007,06,Germany (Customs),Mexico,3264000.0,January 2021
2007,06,Germany (Customs),Netherlands,2246400.0,January 2022
2007,06,Germany (Customs),New Zealand,13239200.0,January 2023
2007,06,Germany (Customs),Peru,2286000.0,May 2020
2007,06,Germany (Customs),Paraguay,949000.0,June 2020
2007,06,Germany (Customs),Norway,2528000.0,July 2020
2007,06,Germany (Customs),Poland,1380400.0,August 2020
2007,06,Germany (Customs),Philippines,1816000.0,September 2020
2007,06,Germany (Customs),Portugal,141000.0,October 2020
2007,06,Germany (Customs),Romania,7772760.0,November 2020
2007,06,Germany (Customs),Russia,1529900.0,December 2020
2007,06,Germany (Customs),Saudi Arabia,2867400.0,January 2020
2007,06,Germany (Customs),Singapore,3468140.0,February 2020
2007,06,Germany (Customs),Slovakia,20394900.0,April 2020
2007,06,Germany (Customs),Slovenia,1617000.0,January 2021
2007,06,Germany (Customs),South Africa,3264000.0,May 2021
2007,06,Germany (Customs),Spain,2246400.0,June 2021
2007,06,Germany (Customs),Sweden,13239200.0,July 2021
2007,06,Germany (Customs),Switzerland,2286000.0,August 2021
2007,06,Germany (Customs),Taiwan,949000.0,September 2021
2007,06,Germany (Customs),Thailand,2528000.0,October 2021
2007,06,Germany (Customs),Turkey,0.0,November 2021
2007,06,Germany (Customs),United Kingdom,6670000.0,December 2021
2007,06,Germany (Customs),United Arab Emirates,3299400.0,January 2021
2007,06,Germany (Customs),United States,4068700.0,February 2021
2007,06,India,Bhutan,4572000.0,December 2019
2007,06,India,Burundi,3299400.0,December 2020
2007,06,India,Cameroon,7803900.0,December 2020
2007,06,India,Cote d Ivoire,4572000.0,December 2021
2007,06,Hungary,Switzerland,6385720.0,December 2022
2007,06,Hungary,Slovakia,5523680.0,December 2023
2007,06,Hungary,Romania,11615800.0,December 2020
2007,06,Hungary,Serbia,476800.0,December 2021
2007,06,Hungary,Poland,1285000.0,December 2022
2007,06,Greece,Albania,2460000.0,December 2023
2007,06,Germany (Customs),Vietnam,2268000.0,January 2020
2007,06,Greece,Cyprus,2452800.0,January 2021
2007,06,Greece,Netherlands,7619760.0,January 2022
2007,06,Guatemala,Nicaragua,6385720.0,January 2023
2007,06,Hungary,Croatia,5523680.0,May 2020
2007,06,Hungary,Greece,11615800.0,June 2020
2007,06,India,Nicaragua,476800.0,July 2020
2007,06,India,Myanmar,1285000.0,August 2020
2007,06,India,Nepal,2460000.0,September 2020
2007,06,India,Dominican Republic,2268000.0,October 2020
2007,06,India,Ethiopia,2452800.0,November 2020
2007,06,India,Ghana,7619760.0,December 2020
2007,06,India,Guatemala,5523680.0,January 2020
2007,06,India,Kenya,11615800.0,February 2020
2007,06,India,Madagascar,476800.0,April 2020
2007,06,India,Senegal,1285000.0,January 2021
2007,06,India,Sri Lanka,2460000.0,May 2021
2007,06,India,Sudan,2268000.0,June 2021
2007,06,India,Tanzania,2452800.0,July 2021
2007,06,India,United States,7619760.0,August 2021
2007,06,Ireland (Customs),Northern Ireland,0.0,September 2021
2007,06,Ireland (Customs),Great Britain,0.0,October 2021
2007,06,Ireland (Customs),Israel,0.0,November 2021
2007,06,Ireland,United Kingdom,0.0,December 2021
2007,06,Italy,Romania,0.0,January 2021
2007,06,Italy,Portugal,0.0,February 2021
2007,06,Italy,Morocco,0.0,December 2019
2007,06,Italy,Netherlands,0.0,December 2020
2007,06,Italy,Intra EU Stores & Provisions,0.0,December 2020
2007,06,Italy,Hungary,6385720.0,December 2021
2007,06,Italy,Germany,0.0,December 2022
2007,06,Italy,Greece,1801200.0,December 2023
2007,06,Italy,Ireland,2116600.0,December 2020
2007,06,Italy,Malta,1047000.0,December 2021
2007,06,Italy,France,0.0,December 2022
2007,06,Italy,Czech Republic,2116600.0,December 2023
2007,06,Italy,Croatia,1047000.0,January 2020
2007,06,Italy,Cyprus,2912600.0,January 2021
2007,06,Italy,Cuba,2281520.0,January 2022
2007,06,Ireland (Customs),Taiwan,3602400.0,January 2023
2007,06,Ireland (Customs),United States,0.0,May 2020
2007,06,Italy,Austria,3394400.0,June 2020
2007,06,Italy Istat,Morocco,291260.0,July 2020
2007,06,Italy Istat,Malta,3394400.0,August 2020
2007,06,Italy Istat,Netherlands,12087290.0,September 2020
2007,06,Italy Istat,Ireland,16019300.0,October 2020
2007,06,Italy Istat,Intra EU Stores & Provisions,0.0,November 2020
2007,06,Italy Istat,Greece,1047000.0,December 2020
2007,06,Italy Istat,Hungary,286200.0,January 2020
2007,06,Italy Istat,Germany,587200.0,February 2020
2007,06,Italy Istat,France,1456300.0,April 2020
2007,06,Italy Istat,Czech Republic,1047000.0,January 2021
2007,06,Italy Istat,Croatia,286200.0,May 2021
2007,06,Italy Istat,Cyprus,587200.0,June 2021
2007,06,Italy Istat,Cuba,0.0,July 2021
2007,06,Italy Istat,Austria,197280.0,August 2021
2007,06,Italy,Switzerland,16972000.0,September 2021
2007,06,Italy,United Kingdom,1456300.0,October 2021
2007,06,Italy,Spain,0.0,November 2021
2007,06,Italy,Slovenia,0.0,December 2021
2007,06,Italy Istat,Spain,0.0,January 2021
2007,06,Italy Istat,Slovenia,0.0,February 2021
2007,06,Italy Istat,Romania,138600.0,December 2019
2007,06,Italy Istat,Portugal,197280.0,December 2020
2007,06,Italy Istat,Switzerland,434000.0,December 2020
2007,06,Italy Istat,United Kingdom,226000.0,December 2021
2007,06,Japan,China,197280.0,December 2022
2007,06,Japan,Chile,16972000.0,December 2023
2007,06,Japan,Indonesia,10776620.0,December 2020
2007,06,Japan,India,12087290.0,December 2021
2007,06,Japan,"Korea, South",1200800.0,December 2022
2007,06,Japan,Malaysia,2281520.0,December 2023
2007,06,Japan,Mexico,4148500.0,January 2020
2007,06,Japan,Philippines,9126700.0,January 2021
2007,06,Japan,Morocco,1051200.0,January 2022
2007,06,Japan,Singapore,6369000.0,January 2023
2007,06,Japan,Thailand,2544000.0,May 2020
2007,06,Japan,Taiwan,821000.0,June 2020
2007,06,Netherlands,France,4148500.0,July 2020
2007,06,Netherlands,EU Suppression,4470000.0,August 2020
2007,06,Netherlands,Ethiopia,0.0,September 2020
2007,06,Netherlands,Finland,4470000.0,October 2020
2007,06,Netherlands,Denmark,2460000.0,November 2020
2007,06,Netherlands,Dominican Republic,9126700.0,December 2020
2007,06,Netherlands,Croatia,1051200.0,January 2020
2007,06,Netherlands,Cyprus,8106000.0,February 2020
2007,06,Netherlands,Cote d Ivoire,2544000.0,April 2020
2007,06,Netherlands,Cameroon,821000.0,January 2021
2007,06,Netherlands,Burkina Faso,3690000.0,May 2021
2007,06,Netherlands,Belgium,3280000.0,June 2021
2007,06,Netherlands,Barbados,4510000.0,July 2021
2007,06,Netherlands,Austria,3280000.0,August 2021
2007,06,Mexico,United States,14280792.0,September 2021
2007,06,Morocco,Mauritania,18924952.0,October 2021
2007,06,Kenya,Burundi,347400.0,November 2021
2007,06,Japan,Vietnam,6990000.0,December 2021
2007,06,Japan,United States,763200.0,January 2021
2007,06,Kenya,Ethiopia,3318800.0,February 2021
2007,06,Kenya,Malawi,1505400.0,December 2019
2007,06,Kenya,Tanzania,6990000.0,December 2020
2007,06,Kenya,Uganda,763200.0,December 2020
2007,06,Latvia,Estonia,3318800.0,December 2021
2007,06,Latvia,Lithuania,17415600.0,December 2022
2007,06,Malaysia,Brunei Darussalam,9956400.0,December 2023
2007,06,Macedonia,Kosovo,3602400.0,December 2020
2007,06,Malaysia,Myanmar,410000.0,December 2021
2007,06,Malaysia,New Caledonia,10660000.0,December 2022
2007,06,Malaysia,Papua New Guinea,381600.0,December 2023
2007,06,Malaysia,Singapore,17415600.0,January 2020
2007,06,Lithuania,Latvia,9956400.0,January 2021
2007,06,Lithuania,Estonia,3602400.0,January 2022
2007,06,Luxembourg,France,4920000.0,January 2023
2007,06,Macedonia,Albania,11480000.0,May 2020
2007,06,Luxembourg,Belgium,381600.0,June 2020
2007,06,Netherlands,Romania,6360000.0,July 2020
2007,06,Netherlands,Portugal,1158000.0,August 2020
2007,06,Netherlands,Poland,1277144.0,September 2020
2007,06,Netherlands,Non-EU Suppression,0.0,October 2020
2007,06,Netherlands,Panama,6360000.0,November 2020
2007,06,Netherlands,Mali,1158000.0,December 2020
2007,06,Netherlands,Malta,1277144.0,January 2020
2007,06,Netherlands,Luxembourg,4100000.0,February 2020
2007,06,Netherlands,Lithuania,4920000.0,April 2020
2007,06,Netherlands,Iceland,4920000.0,January 2021
2007,06,Netherlands,Ireland,6560000.0,May 2021
2007,06,Netherlands,Latvia,13120000.0,June 2021
2007,06,Netherlands,Lebanon,3831432.0,July 2021
2007,06,Netherlands,Guyana,5523680.0,August 2021
2007,06,Netherlands,Hungary,11615800.0,September 2021
2007,06,Netherlands,Greece,6385720.0,October 2021
2007,06,Netherlands,Germany,5523680.0,November 2021
2007,06,Netherlands,Spain,11615800.0,December 2021
2007,06,Netherlands,Slovakia,0.0,January 2021
2007,06,Netherlands,Slovenia,197280.0,February 2021
2007,06,Netherlands,Sint Maarten,829200.0,December 2019
2007,06,Netherlands,Switzerland,197280.0,December 2020
2007,06,Netherlands,Trinidad & Tobago,545890.0,December 2020
2007,06,Peru,Chile,424300.0,December 2021
2007,06,Poland,Italy,995040.0,December 2022
2007,06,Poland,Jordan,424300.0,December 2023
2007,06,Poland,Germany,0.0,December 2020
2007,06,Poland,Hungary,0.0,December 2021
2007,06,Philippines,India,0.0,December 2022
2007,06,Philippines,Malaysia,101520.0,December 2023
2007,06,Poland,Czech Republic,389000.0,January 2020
2007,06,Philippines,Thailand,484800.0,January 2021
2007,06,Poland,Slovakia,165420.0,January 2022
2007,06,Poland,Romania,32220.0,January 2023
2007,06,Poland,Lithuania,165420.0,May 2020
2007,06,Poland,Netherlands,32220.0,June 2020
2007,06,Poland (Customs),Czech Republic,12560.0,July 2020
2007,06,Poland (Customs),Hungary,285120.0,August 2020
2007,06,Poland (Customs),Germany,285120.0,September 2020
2007,06,Poland (Customs),Italy,125600.0,October 2020
2007,06,Poland (Customs),Jordan,752100.0,November 2020
2007,06,Poland (Customs),Lithuania,1248000.0,December 2020
2007,06,Poland (Customs),Netherlands,117000.0,January 2020
2007,06,Poland (Customs),Romania,0.0,February 2020
2007,06,Poland (Customs),Slovakia,752100.0,April 2020
2007,06,Portugal,Spain,1248000.0,January 2021
2007,06,Portugal,Cape Verde,117000.0,May 2021
2007,06,Portugal,Angola,1974720.0,June 2021
2007,06,Romania,Hungary,1864976.0,July 2021
2007,06,Qatar,United Arab Emirates,1950488.0,August 2021
2007,06,Qatar,Switzerland,2490232.0,September 2021
2007,06,Qatar,Singapore,2400444.0,October 2021
2007,06,Qatar,Morocco,696840.0,November 2021
2007,06,Romania,Moldova,469098.0,December 2021
2007,06,Russia,Azerbaijan,150111.0,January 2021
2007,06,Russia,Belarus,316820.0,February 2021
2007,06,Russia,Germany,74197.0,December 2019
2007,06,Russia,Kazakhstan,69169.0,December 2020
2007,06,Russia,Lithuania,2552126.0,December 2020
2007,06,Russia,Mongolia,1693952.0,December 2021
2007,06,Serbia,Bosnia & Herzegovina,721355.0,December 2022
2007,06,Senegal,Nigeria,665772.0,December 2023
2007,06,Russia,Ukraine,152687.0,December 2020
2007,06,Serbia,Bulgaria,4173800.0,December 2021
2007,06,Serbia,Greece,256210.0,December 2022
2007,06,Singapore,"Korea, South",198510.0,December 2023
2007,06,Singapore,Hong Kong,1864976.0,January 2020
2007,06,Singapore,Indonesia,1950488.0,January 2021
2007,06,Serbia,Montenegro,2490232.0,January 2022
2007,06,Serbia,Romania,2400444.0,January 2023
2007,06,Singapore,Taiwan,696840.0,May 2020
2007,06,Singapore,Malaysia,469098.0,June 2020
2007,06,Singapore,Thailand,150111.0,July 2020
2007,06,Slovakia,Austria,316820.0,August 2020
2007,06,Slovenia,Austria,74197.0,September 2020
2007,06,Slovenia,Bosnia & Herzegovina,69169.0,October 2020
2007,06,Slovenia,Croatia,2552126.0,November 2020
2007,06,Slovakia,Hungary,1693952.0,December 2020
2007,06,Slovakia,Czech Republic,721355.0,January 2020
2007,06,Slovenia,Kosovo,665772.0,February 2020
2007,06,Slovenia,Serbia,152687.0,April 2020
2007,06,South Africa,Botswana,4173800.0,January 2021
2007,06,South Africa,Malawi,985424.0,May 2021
2007,06,South Africa,Lesotho,198510.0,June 2021
2007,06,South Africa,Swaziland,573760.0,July 2021
2007,06,South Africa,Namibia,625920.0,August 2021
2007,06,South Africa,Zambia,245000.0,September 2021
2007,06,South Africa,Zimbabwe,0.0,October 2021
2007,06,South Korea,Chile,245000.0,November 2021
2007,06,South Korea,China,78240.0,December 2021
2007,06,South Korea,India,6573000.0,January 2021
2007,06,South Korea,Japan,1848000.0,February 2021
2007,06,South Korea,Indonesia,1200000.0,December 2019
2007,06,South Korea,Mexico,6625584.0,December 2020
2007,06,South Korea,Malaysia,1862784.0,December 2020
2007,06,South Korea,Philippines,1209600.0,December 2021
2007,06,South Korea,Singapore,635000.0,December 2022
2007,06,South Korea,Taiwan,4502600.0,December 2023
2007,06,South Korea,Thailand,746640.0,December 2020
2007,06,South Korea,Vietnam,508000.0,December 2021
2007,06,Spain,Algeria,3376950.0,December 2022
2007,06,Spain,Belgium,559980.0,December 2023
2007,06,Spain,Brazil,5250000.0,January 2020
2007,06,Spain,Bulgaria,2517200.0,January 2021
2007,06,Spain,Colombia,504900.0,January 2022
2007,06,Spain,Cote d Ivoire,5292000.0,January 2023
2007,06,Spain,Czech Republic,2537338.0,May 2020
2007,06,Spain,France,508939.0,June 2020
2007,06,Spain,Germany,1828300.0,July 2020
2007,06,Spain,Egypt,356730.0,August 2020
2007,06,Spain,Hungary,1419964.0,September 2020
2007,06,Spain,Ireland,112612.0,October 2020
2007,06,Spain,Italy,0.0,November 2020
2007,06,Spain,Malta,1828300.0,December 2020
2007,06,Spain,Morocco,356730.0,January 2020
2007,06,Spain,Netherlands,1419964.0,February 2020
2007,06,Spain,Poland,112612.0,April 2020
2007,06,Spain,Portugal,563060.0,January 2021
2007,06,Spain,Philippines,0.0,May 2021
2007,06,Spain,Russia,0.0,June 2021
2007,06,Spain,Romania,0.0,July 2021
2007,06,Spain,Saudi Arabia,0.0,August 2021
2007,06,Spain,Sweden,992930.0,September 2021
2007,06,Spain,Slovakia,1588689.0,October 2021
2007,06,Spain,Switzerland,500764.0,November 2021
2007,06,Spain,Taiwan,7419.0,December 2021
2007,06,Spain (Customs),Algeria,274480.0,January 2021
2007,06,Spain,Vietnam,827435.0,February 2021
2007,06,Spain,Thailand,343100.0,December 2019
2007,06,Spain,United States,827435.0,December 2020
2007,06,Spain (Customs),Belgium,0.0,December 2020
2007,06,Spain (Customs),Brazil,716280.0,December 2021
2007,06,Spain (Customs),Colombia,1477680.0,December 2022
2007,06,Spain (Customs),Cote d Ivoire,343100.0,December 2023
2007,06,Spain (Customs),Czech Republic,716280.0,December 2020
2007,06,Spain (Customs),Egypt,1477680.0,December 2021
2007,06,Spain (Customs),France,422530.0,December 2022
2007,06,Spain (Customs),Italy,0.0,December 2023
2007,06,Spain (Customs),Hungary,422530.0,January 2020
2007,06,Spain (Customs),Ireland,1250200.0,January 2021
2007,06,Spain (Customs),Morocco,3863555.0,January 2022
2007,06,Spain (Customs),Malta,1201692.0,January 2023
2007,06,Spain (Customs),Netherlands,3798893.0,May 2020
2007,06,Spain (Customs),Portugal,1181580.0,June 2020
2007,06,Spain (Customs),Philippines,896465.0,July 2020
2007,06,Spain (Customs),Saudi Arabia,0.0,August 2020
2007,06,Spain (Customs),Russia,928158.0,September 2020
2007,06,Spain (Customs),Sweden,911988.0,October 2020
2007,06,Spain (Customs),Switzerland,0.0,November 2020
2007,06,Spain (Customs),Taiwan,944230.0,December 2020
2007,06,Sweden,Denmark,243930.0,January 2020
2007,06,Spain (Customs),United States,3988420.0,February 2020
2007,06,Spain (Customs),Vietnam,4878600.0,April 2020
2007,06,Sweden,Brazil,3988420.0,January 2021
2007,06,Spain (Customs),Thailand,0.0,May 2021
2007,06,Sweden,United Kingdom,239316.0,June 2021
2007,06,Sweden,United States,0.0,July 2021
2007,06,Switzerland,France,259000.0,August 2021
2007,06,Switzerland,Austria,29028384.0,September 2021
2007,06,Sweden,Norway,931170.0,October 2021
2007,06,Sweden,Finland,32443488.0,November 2021
2007,06,Switzerland,Germany,931170.0,December 2021
2007,06,Taiwan,China,3695076.0,January 2021
2007,06,Taiwan,Ireland,3759060.0,February 2021
2007,06,Taiwan,India,662124.0,December 2019
2007,06,Taiwan,Israel,2726880.0,December 2020
2007,06,Taiwan,Japan,2815016.0,December 2020
2007,06,Taiwan,Malaysia,3679080.0,December 2021
2007,06,Taiwan,Netherlands,613594.0,December 2022
2007,06,Taiwan,Singapore,665003.0,December 2023
2007,06,Taiwan,Philippines,2738736.0,December 2020
2007,06,Taiwan,Thailand,2827255.0,December 2021
2007,06,Taiwan,United States,3695076.0,December 2022
2007,06,Taiwan,Vietnam,616262.0,December 2023
2007,06,Thailand,Argentina,487600.0,January 2020
2007,06,Thailand,Cambodia,4892192.0,January 2021
2007,06,Thailand,Australia,12667572.0,January 2022
2007,06,Thailand,Japan,3256800.0,January 2023
2007,06,Thailand,Hong Kong,873485.0,May 2020
2007,06,Thailand,Malaysia,245438.0,June 2020
2007,06,Thailand,Laos,505908.0,July 2020
2007,06,Thailand (HS 10),Laos,259440.0,August 2020
2007,06,Thailand (HS 10),Malaysia,5527360.0,September 2020
2007,06,Thailand (HS 10),Japan,5527360.0,October 2020
2007,06,Thailand (HS 10),Hong Kong,723341.0,November 2020
2007,06,Thailand (HS 10),Cambodia,87308.0,December 2020
2007,06,Thailand (HS 10),Australia,2674624.0,January 2020
2007,06,Thailand (HS 10),Argentina,489720.0,February 2020
2007,06,Thailand,Philippines,4913462.0,April 2020
2007,06,Thailand,Vietnam,12722648.0,January 2021
2007,06,Thailand (HS 10),Philippines,3270960.0,May 2021
2007,06,Turkey,Algeria,877283.0,June 2021
2007,06,Thailand (HS 10),Vietnam,246505.0,July 2021
2007,06,Turkey,Azerbaijan,508108.0,August 2021
2007,06,Turkey (HS 8),Algeria,260568.0,September 2021
2007,06,Turkey (HS 8),Azerbaijan,5551392.0,October 2021
2007,06,United Kingdom HMRC,Belgium,5551392.0,November 2021
2007,06,United Kingdom HMRC,Croatia,726486.0,December 2021
2007,06,United Kingdom HMRC,Cyprus,87688.0,January 2021
2007,06,United Kingdom HMRC,Bulgaria,2686253.0,February 2021
2007,06,United Kingdom HMRC,Germany,7363680.0,December 2019
2007,06,United Kingdom HMRC,France,7395696.0,December 2020
2007,06,United Kingdom HMRC,Estonia,2189880.0,December 2020
2007,06,United Kingdom HMRC,Ireland,2227800.0,December 2021
2007,06,United Kingdom HMRC,Hong Kong,3742200.0,December 2022
2007,06,United Kingdom HMRC,Israel,3807000.0,December 2023
2007,06,United Kingdom HMRC,Sweden,132539.0,December 2020
2007,06,United Kingdom HMRC,Spain,144588.0,December 2021
2007,06,United Kingdom HMRC,Poland,120490.0,December 2022
2007,06,United Kingdom HMRC,Slovakia,132539.0,December 2023
2007,06,United Kingdom HMRC,Portugal,1459920.0,January 2020
