year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
,,,,64165.0,
,,,,11592.0,
,,,,24735.0,
,,,,45.0,
,,,,7722000.0,
,,,,4860000.0,
,,,,11139470.0,
,,,,25950000.0,
,,,,5038625.0,
,,,,9653400.0,
,,,,9450000.0,
,,,,11340000.0,
,,,,2835000.0,
,,,,1386000.0,
,,,,20.0,
,,,,40.0,
,,,,2082.0,
,,,,3385.2,
,,,,22288.68,
,,,,6696.0,
,,,,28620.0,
,,,,61.0,
,,,,47.15,
,,,,161.7,
,,,,194.04,
,,,,45600.0,
,,,,22281.0,
,,,,8904.54,
,,,,3294.0,
,,,,23632.0,
,,,,5564.0,
,,,,17184.0,
,,,,5001.0,
,,,,2809.73,
,,,,10799.55,
,,,,4396.74,
,,,,1021.73,
,,,,6291.43,
,,,,9061.44,
,,,,1021.73,
,,,,3018.25,
,,,,19393.33,
,,,,36524.93,
,,,,111293.44,
,,,,39565.34,
,,,,23621.92,
,,,,3792.54,
,,,,9420.57,
,,,,3240.0,
,,,,483.11,
,,,,1140.0,
,,,,1425.0,
,,,,26880.0,
,,,,3324.6,
,,,,25216.0,
,,,,5753.48,
,,,,5974.76,
,,,,19936.0,
,,,,91368.0,
,,,,47481.0,
,,,,11856.0,
,,,,34980.0,
,,,,27808.0,
,,,,93312.0,
,,,,34916.0,
,,,,45243.0,
,,,,308.75,
,,,,988.0,
,,,,133.46,
,,,,280.75,
,,,,116469.43,
,,,,5423.35,
,,,,4692.42,
,,,,918.0,
,,,,1300.5,
,,,,9844.0,
,,,,8690.0,
,,,,2673.93,
,,,,9769.6,
,,,,34632.0,
,,,,129030.0,
,,,,27738.0,
,,,,53424.0,
,,,,30384.0,
,,,,1683.6,
,,,,92178.6,
,,,,29088.0,
,,,,6762.8,
,,,,51600.0,
,,,,13383.0,
,,,,29568.0,
,,,,23506.0,
,,,,33824.0,
,,,,25912.0,
,,,,2104.0,
,,,,7632.0,
,,,,156480.0,
,,,,174744.15,
,,,,1310.4,
,,,,1023.4,
,,,,1310.4,
,,,,0.0,
,,,,20184.0,
,,,,20184.0,
,,,,29557.5,
,,,,29557.5,
,,,,57600.0,
,,,,66804.48,
,,,,22829.04,
,,,,15044.4,
,,,,22829.04,
,,,,15044.4,
,,,,21840.0,
,,,,19452.0,
,,,,71025.2,
,,,,0.0,
,,,,6972.0,
,,,,6770.4,
,,,,4648.0,
,,,,4513.6,
,,,,23544.0,
,,,,23184.0,
,,,,4648.0,
,,,,4513.6,
,,,,2324.0,
,,,,2256.8,
,,,,2220.4,
,,,,19800.0,
,,,,2220.4,
,,,,19320.0,
,,,,4611.6,
,,,,3960.0,
,,,,17762.4,
,,,,4611.6,
,,,,3864.0,
,,,,17762.4,
,,,,3960.0,
,,,,3864.0,
,,,,11880.0,
,,,,11592.0,
,,,,11880.0,
,,,,11772.0,
,,,,7920.0,
,,,,17762.4,
,,,,4648.0,
,,,,7728.0,
,,,,17762.4,
,,,,4648.0,
,,,,3960.0,
,,,,3864.0,
,,,,27720.0,
,,,,27720.0,
,,,,4010.0,
,,,,10483.2,
,,,,4010.0,
,,,,10483.2,
,,,,10483.2,
,,,,10483.2,
,,,,627.0,
,,,,627.0,
,,,,17136.0,
,,,,17136.0,
,,,,17992.8,
,,,,17136.0,
,,,,75345.2,
,,,,75196.1,
,,,,38460.0,
,,,,38400.0,
,,,,36000.0,
,,,,37000.0,
,,,,69950.0,
,,,,66600.0,
,,,,13990.0,
,,,,13320.0,
,,,,2400.0,
,,,,2300.0,
,,,,8720.0,
,,,,8720.0,
,,,,34582.5,
,,,,0.0,
,,,,2360.0,
,,,,2775.0,
,,,,1960.0,
,,,,2775.0,
,,,,3210.0,
,,,,2540.0,
,,,,3270.0,
,,,,2540.0,
,,,,3090.0,
,,,,3090.0,
,,,,303000.0,
,,,,303000.0,
,,,,6480.0,
,,,,6480.0,
,,,,3394.8,
,,,,3502.0,
,,,,3394.8,
,,,,3502.0,
,,,,24320.8,
,,,,23797.6,
,,,,2325.0,
,,,,2325.0,
,,,,10560.0,
,,,,10560.0,
,,,,62224.8,
,,,,69025.97,
,,,,4620.0,
,,,,4620.0,
,,,,6821.64,
,,,,6821.64,
,,,,22078.4,
,,,,22078.4,
,,,,38256.0,
,,,,46080.0,
,,,,5021.1,
,,,,6048.0,
,,,,3212160.0,
,,,,86039.0,
,,,,1525680.0,
,,,,4794000.0,
,,,,0.0,
,,,,3212160.0,
,,,,0.0,
,,,,1525680.0,
,,,,4794000.0,
,,,,142800.0,
,,,,1319700.0,
,,,,3062700.0,
,,,,1543800.0,
,,,,3037800.0,
,,,,3366000.0,
,,,,16232880.0,
,,,,3912000.0,
,,,,3366000.0,
,,,,14839134.0,
,,,,3912000.0,
,,,,42000.0,
,,,,42000.0,
,,,,3601.5,
,,,,3619.56,
,,,,19635.0,
,,,,14964.4,
,,,,0.0,
,,,,19635.0,
,,,,14964.4,
,,,,0.0,
,,,,273992.76,
,,,,41828.44,
,,,,142462.5,
,,,,280394.46,
,,,,41144.33,
,,,,147401.2,
,,,,4670.0,
,,,,3470.0,
,,,,3700.0,
,,,,3250.0,
,,,,3050.0,
,,,,4693.24,
,,,,779.55,
,,,,4670.0,
,,,,3470.0,
,,,,3700.0,
,,,,3050.0,
,,,,4693.24,
,,,,779.55,
,,,,3250.0,
,,,,8240.0,
,,,,36901.2,
,,,,2155.0,
,,,,3372.5,
,,,,1347.84,
,,,,5896.8,
,,,,1833.84,
,,,,11135.25,
,,,,3021.9,
,,,,3131.1,
,,,,617.4,
,,,,3748.64,
,,,,33.96,
,,,,64.24,
,,,,158.4,
,,,,64.24,
,,,,43411.2,
,,,,43411.2,
,,,,10021.44,
,,,,3083.52,
,,,,36.6,
,,,,24.4,
,,,,109.98,
,,,,3390.3,
,,,,87.0,
,,,,11340.0,
,,,,6804.0,
,,,,27216.0,
,,,,80.32,
,,,,170.1,
,,,,174.4,
,,,,6946.56,
,,,,60769.44,
,,,,54017.28,
,,,,37418.4,
,,,,96000.0,
,,,,3840.0,
,,,,1020.0,
,,,,9984.0,
,,,,612.0,
,,,,3840.0,
,,,,1020.0,
,,,,1020.0,
,,,,3396.0,
,,,,4838.4,
,,,,204.0,
,,,,1698.0,
,,,,1310.4,
,,,,1023.4,
,,,,101841.6,
,,,,4502.4,
,,,,93.8,
,,,,16329.6,
,,,,5.44,
,,,,4797.0,
,,,,1848.0,
,,,,118.5,
,,,,1039.6,
,,,,1701.0,
,,,,2400.0,
,,,,0.0,
,,,,44880.0,
,,,,115200.0,
,,,,985.5,
,,,,138.0,
,,,,44.73,
,,,,19316.88,
,,,,50.7,
,,,,94.0,
,,,,12.88,
,,,,54.6,
,,,,2604.0,
,,,,504.0,
,,,,504.0,
,,,,1480.0,
,,,,88.8,
,,,,29.6,
,,,,59.2,
,,,,290.5,
,,,,59.2,
,,,,14.8,
,,,,14.8,
,,,,25615.2,
,,,,0.0,
,,,,41.5,
,,,,0.0,
,,,,2029.5,
,,,,7749.0,
,,,,7749.0,
,,,,17762.4,
,,,,4648.0,
,,,,124.5,
,,,,336.32,
,,,,960.0,
,,,,480.0,
,,,,45.3,
,,,,29.6,
,,,,180.0,
,,,,268.8,
,,,,720.0,
,,,,720.0,
,,,,46.2,
,,,,480.0,
,,,,400.0,
,,,,42.0,
,,,,720.0,
,,,,720.0,
,,,,1440.0,
,,,,400.0,
,,,,42.0,
,,,,18120.0,
,,,,1510.0,
,,,,21.0,
,,,,480.0,
,,,,480.0,
,,,,700.0,
,,,,720.0,
,,,,29.6,
,,,,1711.08,
,,,,1384.6,
,,,,14.8,
,,,,5635.2,
,,,,14.51,
,,,,29.02,
,,,,12150.0,
,,,,0.0,
,,,,145.2,
,,,,29.02,
,,,,14510.0,
,,,,116.08,
,,,,44.34,
,,,,135.99,
,,,,423.0,
,,,,16.28,
,,,,119.7,
,,,,399.0,
,,,,283.5,
,,,,418.95,
,,,,300.0,
,,,,240.0,
,,,,84.6,
,,,,114.0,
,,,,114.0,
,,,,285.0,
,,,,114.0,
,,,,228.0,
,,,,114.0,
,,,,270.0,
,,,,368.55,
,,,,28.35,
,,,,375.3,
,,,,333.6,
,,,,1994.2,
,,,,2147.6,
,,,,5250.0,
,,,,122.72,
,,,,30.2,
,,,,941.25,
,,,,30.2,
,,,,15.1,
,,,,30.2,
,,,,7872.0,
,,,,316.0,
,,,,16.0,
,,,,6553.4,
,,,,7927.5,
,,,,3528.0,
,,,,0.0,
,,,,106.56,
,,,,84.0,
,,,,2212.0,
,,,,112.0,
,,,,2212.0,
,,,,112.0,
,,,,592.5,
,,,,4328.48,
,,,,0.0,
,,,,328.0,
,,,,58.0,
,,,,14.5,
,,,,14.5,
,,,,254.4,
,,,,90.6,
,,,,40.5,
,,,,5600.0,
,,,,224.0,
,,,,1260.0,
,,,,2500.0,
,,,,326.4,
,,,,200.0,
,,,,3540.0,
,,,,3225.6,
,,,,2296.0,
,,,,137293.92,
,,,,88704.0,
,,,,78624.0,
,,,,486.0,
,,,,38700.0,
,,,,5241.6,
,,,,8013.6,
,,,,8013.6,
,,,,4502.4,
,,,,5342.4,
,,,,8013.6,
,,,,8610.0,
,,,,1422.0,
,,,,0.0,
,,,,740.0,
,,,,740.0,
,,,,1580.0,
,,,,1259.66,
,,,,252.56,
,,,,25184.0,
,,,,59.0,
,,,,9925.0,
,,,,15.2,
,,,,9004.8,
,,,,0.0,
,,,,0.0,
,,,,37396.8,
,,,,268.8,
,,,,3410.82,
,,,,56.61,
,,,,8804.25,
,,,,22644.0,
,,,,7427.2,
,,,,21792.0,
,,,,604.8,
,,,,4166.4,
,,,,24883.2,
,,,,2408.0,
,,,,43.0,
,,,,16384.0,
,,,,0.0,
,,,,0.0,
,,,,19611.9,
,,,,16046.1,
,,,,1188.6,
,,,,12144.0,
,,,,8198.4,
,,,,800.0,
,,,,168.0,
,,,,54033.0,
,,,,65560.93,
,,,,22397.9,
,,,,8291.84,
,,,,4770.0,
,,,,4950.0,
,,,,576.0,
,,,,7424.0,
,,,,11896.0,
,,,,10432.8,
,,,,3560.0,
,,,,10114.2,
,,,,5628.8,
,,,,3350.0,
,,,,670.0,
,,,,115380.0,
,,,,93788.8,
,,,,0.0,
,,,,366.0,
,,,,92527.4,
,,,,51448.32,
,,,,61598.88,
,,,,0.0,
,,,,75734.4,
,,,,1552.0,
,,,,5680.08,
,,,,79616.6,
,,,,53014.08,
,,,,799.29,
,,,,2330.72,
,,,,2200.7,
,,,,1218.15,
,,,,597.48,
,,,,2500.0,
,,,,861.0,
,,,,12910.8,
,,,,0.0,
,,,,12600.0,
,,,,0.0,
,,,,10.0,
,,,,720.0,
,,,,11003.5,
,,,,70.0,
,,,,6669.0,
,,,,66.0,
,,,,11550.0,
,,,,7590.0,
,,,,660.0,
,,,,607.2,
,,,,320.0,
,,,,913.0,
,,,,49890.0,
,,,,26162.0,
,,,,10176.8,
,,,,772.25,
,,,,1104.0,
,,,,2540.0,
,,,,28000.0,
,,,,193000.0,
,,,,160400.0,
,,,,80200.0,
,,,,10684.8,
,,,,16027.2,
,,,,10684.8,
,,,,16027.2,
,,,,745.92,
,,,,261.36,
,,,,50.0,
,,,,200.0,
,,,,0.0,
,,,,24750.0,
,,,,0.0,
,,,,49500.0,
,,,,1458.0,
,,,,1720.0,
,,,,72.0,
,,,,119.84,
,,,,2.4,
,,,,149732.5,
,,,,0.0,
,,,,6240.0,
,,,,103508.15,
,,,,0.0,
,,,,2700.0,
,,,,17640.0,
,,,,12800.0,
,,,,2000.0,
,,,,2215.36,
,,,,11124.0,
,,,,85692.0,
,,,,9873.6,
,,,,47820.0,
,,,,37400.0,
,,,,12320.0,
,,,,11520.0,
,,,,25179.84,
,,,,5933.76,
,,,,336.0,
,,,,56320.0,
,,,,7872.0,
,,,,39500.0,
,,,,15320.2,
,,,,12000.0,
,,,,0.0,
,,,,12900.0,
,,,,7948.8,
,,,,19981.5,
,,,,605.5,
,,,,2360.4,
,,,,52008.32,
,,,,49770.0,
,,,,62840.8,
,,,,30061.2,
,,,,14747.25,
,,,,849.0,
,,,,1358.4,
,,,,1245.2,
,,,,2150.8,
,,,,5760.0,
,,,,2100.0,
,,,,791.0,
,,,,45.9,
,,,,50.6,
,,,,4425.4,
,,,,50.6,
,,,,64.4,
,,,,68.8,
,,,,96.0,
,,,,14510.72,
,,,,180.0,
,,,,2072.96,
,,,,292.37,
,,,,2784.0,
,,,,36.6,
,,,,75.6,
,,,,2352.0,
,,,,36.6,
,,,,45.0,
,,,,15827.4,
,,,,75.6,
,,,,3361.12,
,,,,269.08,
,,,,54280.0,
,,,,2872.24,
,,,,10065.72,
,,,,2292.64,
,,,,75.6,
,,,,3361.12,
,,,,3361.12,
,,,,11483.5,
,,,,20880.0,
,,,,41.5,
,,,,25.0,
,,,,5275.8,
,,,,5275.8,
,,,,2152.64,
,,,,3361.12,
,,,,97.7,
,,,,54324.4,
,,,,48016.0,
,,,,2296.7,
,,,,417.6,
,,,,394.0,
,,,,49609.3,
,,,,303.75,
,,,,18.0,
,,,,166037.76,
,,,,22695.72,
,,,,8775.0,
,,,,7308.0,
,,,,4872.0,
,,,,5020.0,
,,,,123413.4,
,,,,0.0,
,,,,162.0,
,,,,6888.0,
,,,,3120.0,
,,,,3660.16,
,,,,5280.0,
,,,,246.6,
,,,,1012.0,
,,,,117.0,
,,,,1171.8,
,,,,2800.0,
,,,,9354.24,
,,,,510.0,
,,,,0.0,
,,,,5298.0,
,,,,3708.6,
,,,,13688.64,
,,,,74.6,
,,,,1465.1,
,,,,111.9,
,,,,87.2,
,,,,7015.68,
,,,,39.0,
,,,,248.5,
,,,,2004.48,
,,,,873.6,
,,,,85.2,
,,,,313.95,
,,,,453.6,
,,,,41.0,
,,,,85.2,
,,,,174.4,
,,,,417.6,
,,,,44484.0,
,,,,14.63,
,,,,2399.04,
,,,,16296.8,
,,,,2507.2,
,,,,75.2,
,,,,2250.72,
,,,,257.04,
,,,,198183.3,
,,,,342.72,
,,,,3598.56,
,,,,514.08,
,,,,85.68,
,,,,3512.88,
,,,,171.36,
,,,,10483.2,
,,,,3496.0,
,,,,7928.0,
,,,,14848.0,
,,,,23792.0,
,,,,41.7,
,,,,9432.0,
,,,,2121.4,
,,,,1488.48,
,,,,846.0,
,,,,212.14,
,,,,400.0,
,,,,4242.8,
,,,,524.4,
,,,,3087.9,
,,,,42.3,
,,,,80.2,
,,,,18.88,
,,,,4501.44,
,,,,9179.1,
,,,,3801.6,
,,,,0.0,
,,,,50.0,
,,,,0.0,
,,,,50.0,
,,,,5118.3,
,,,,248.35,
,,,,80.2,
,,,,3918.0,
,,,,673.2,
,,,,423.0,
,,,,42.3,
,,,,171.8,
,,,,4512.0,
,,,,69.52,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,216.6,
,,,,79.0,
,,,,72.2,
,,,,1344.0,
,,,,140.8,
,,,,2212.0,
,,,,112.0,
,,,,2010.82,
,,,,2920.4,
,,,,230.93,
,,,,2212.0,
,,,,0.0,
,,,,6821.64,
,,,,0.0,
,,,,1460.2,
,,,,88480.0,
,,,,23307.2,
,,,,14602.0,
,,,,71627.22,
,,,,8831.36,
,,,,6602.1,
,,,,9205.6,
,,,,3920.4,
,,,,5342.4,
,,,,2772.0,
,,,,112.0,
,,,,27.0,
,,,,48664.0,
,,,,6992.16,
,,,,39.5,
,,,,220.07,
,,,,118.5,
,,,,148.0,
,,,,39622.24,
,,,,4424.0,
,,,,224.0,
,,,,13272.0,
,,,,672.0,
,,,,8635.0,
,,,,6000.0,
,,,,22.5,
,,,,2958.0,
,,,,2212.0,
,,,,112.0,
,,,,37560.0,
,,,,759.55,
,,,,1824.0,
,,,,22152.0,
,,,,14313.6,
,,,,37.5,
,,,,672.0,
,,,,4235.0,
,,,,648.0,
,,,,5760.0,
,,,,72.0,
,,,,396.0,
,,,,18585.6,
,,,,72977.1,
,,,,3632.0,
,,,,2660.0,
,,,,172235.0,
,,,,31752.0,
,,,,1568.0,
,,,,75.6,
,,,,4459.84,
,,,,1958.0,
,,,,630.0,
,,,,1854.0,
,,,,3112.2,
,,,,267.0,
,,,,3960.15,
,,,,13230.0,
,,,,12816.0,
,,,,4272.0,
,,,,57977.92,
,,,,75331.2,
,,,,50.0,
,,,,399.6,
,,,,17223.5,
,,,,1440.0,
,,,,50.0,
,,,,444.6,
,,,,50000.0,
,,,,30000.0,
,,,,1936.44,
,,,,973.35,
,,,,2872.24,
,,,,13841.4,
,,,,8919.68,
,,,,4382.4,
,,,,28861.0,
,,,,51670.5,
,,,,6689.76,
,,,,110.0,
,,,,4713.5,
,,,,9905.6,
,,,,3962.24,
,,,,825.6,
,,,,10108.8,
,,,,3638.6,
,,,,6464.08,
,,,,2212.7,
,,,,5795.1,
,,,,4872.0,
,,,,4500.0,
,,,,4585.28,
,,,,3355.24,
,,,,3740.1,
,,,,163.76,
,,,,2396.6,
,,,,1965.12,
,,,,319.5,
,,,,62428.0,
,,,,690.85,
,,,,221.82,
,,,,347.01,
,,,,64.0,
,,,,11675.61,
,,,,3408.6,
,,,,18040.32,
,,,,2346.0,
,,,,129308.76,
,,,,703.8,
,,,,14532.48,
,,,,119531.16,
,,,,3408.6,
,,,,703.35,
,,,,3049.8,
,,,,26604.0,
,,,,4209.88,
,,,,6072.0,
,,,,12144.0,
,,,,4320.0,
,,,,43200.0,
,,,,4920.0,
,,,,0.0,
,,,,7500.0,
,,,,26600.0,
,,,,923.44,
,,,,1260.0,
,,,,7320.0,
,,,,6638.1,
,,,,6464.36,
,,,,15779.1,
,,,,13420.96,
,,,,3355.24,
,,,,2088.0,
,,,,2171.2,
,,,,3355.24,
,,,,9640.0,
,,,,1702.4,
,,,,25272.0,
,,,,100.4,
,,,,70280.0,
,,,,15060.0,
,,,,70.2,
,,,,18720.0,
,,,,82.2,
,,,,50.2,
,,,,18642.0,
,,,,9900.0,
,,,,19800.0,
,,,,100.4,
,,,,2157.3,
,,,,96776.4,
,,,,2375.8,
,,,,2513.28,
,,,,23547.54,
,,,,2121.4,
,,,,1887.84,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,140.67,
,,,,161.2,
,,,,3588.75,
,,,,11610.0,
,,,,8013.6,
,,,,137.99,
,,,,464.4,
,,,,3214.0,
,,,,266.0,
,,,,6636.0,
,,,,1995.0,
,,,,266.0,
,,,,6636.0,
,,,,2212.0,
,,,,3266.08,
,,,,3528.0,
,,,,2237.76,
,,,,336.0,
,,,,112.0,
,,,,70.4,
,,,,211.2,
,,,,94544.0,
,,,,25234.85,
,,,,19284.0,
,,,,3196.8,
,,,,1890.0,
,,,,20640.0,
,,,,89740.8,
,,,,2397.6,
,,,,3780.0,
,,,,399.6,
,,,,1260.0,
,,,,532.0,
,,,,47808.0,
,,,,42090.0,
,,,,18.47,
,,,,2025.0,
,,,,666.9,
,,,,222.3,
,,,,522.0,
,,,,1723.0,
,,,,9925.0,
,,,,13184.0,
,,,,29664.0,
,,,,19776.0,
,,,,2100.0,
,,,,650.0,
,,,,195.0,
,,,,195.0,
,,,,650.0,
,,,,650.0,
,,,,650.0,
,,,,4598.0,
,,,,33.5,
,,,,12478.31,
,,,,1192.31,
,,,,7.04,
,,,,7364.78,
,,,,773.85,
,,,,417.5,
,,,,236.1,
,,,,7079.8,
,,,,3148.0,
,,,,222.0,
,,,,13305.6,
,,,,0.0,
,,,,19635.0,
,,,,14964.4,
,,,,799.2,
,,,,1890.0,
,,,,403.2,
,,,,2620.8,
,,,,230.0,
,,,,75.0,
,,,,42.0,
,,,,86.8,
,,,,37.5,
,,,,47.2,
,,,,540.9,
,,,,381.7,
,,,,2368.8,
,,,,9475.2,
,,,,2368.8,
,,,,2368.8,
,,,,4737.6,
,,,,4166.4,
,,,,1176.0,
,,,,33.6,
,,,,403.2,
,,,,3225.6,
,,,,3560.0,
,,,,60151.39,
,,,,2886.52,
,,,,1744.5,
,,,,3489.0,
,,,,3489.0,
,,,,46.56,
,,,,2886.52,
,,,,279.34,
,,,,2886.52,
,,,,2234.73,
,,,,279.34,
,,,,1815.72,
,,,,814.74,
,,,,2234.73,
,,,,1280.31,
,,,,0.0,
,,,,0.0,
,,,,165.4,
,,,,1569.2,
,,,,1816.0,
,,,,30.2,
,,,,88480.0,
,,,,1593.6,
,,,,1283.0,
,,,,1924.5,
,,,,2701.2,
,,,,2701.2,
,,,,9622.5,
,,,,4490.5,
,,,,14113.0,
,,,,3849.0,
,,,,1924.5,
,,,,1924.5,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,1878.2,
,,,,35349.07,
,,,,3500.06,
,,,,5950.0,
,,,,7100.0,
,,,,5400.0,
,,,,5950.0,
,,,,9450.0,
,,,,9450.0,
,,,,8850.0,
,,,,7500.0,
,,,,14950.0,
,,,,12248.88,
,,,,24500.0,
,,,,899.3,
,,,,5229.6,
,,,,11760.0,
,,,,34273.2,
,,,,9913.2,
,,,,14072.0,
,,,,30000.0,
,,,,10000.0,
,,,,4751.7,
,,,,0.0,
,,,,0.0,
,,,,43068.08,
,,,,36818.0,
,,,,0.0,
,,,,8240.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,45690.48,
,,,,5140.8,
,,,,3092.5,
,,,,3828.0,
,,,,3847.2,
,,,,31059.0,
,,,,0.0,
,,,,101376.0,
,,,,46592.0,
,,,,41006.7,
,,,,32805.36,
,,,,0.0,
,,,,4958.1,
,,,,3148.0,
,,,,1652.7,
,,,,16046.1,
,,,,23839.92,
,,,,131.0,
,,,,45540.0,
,,,,15451.8,
,,,,0.0,
,,,,22006.08,
,,,,3620.4,
,,,,1724.0,
,,,,3036.0,
,,,,6072.0,
,,,,6888.0,
,,,,3036.0,
,,,,4592.0,
,,,,2296.0,
,,,,3036.0,
,,,,3036.0,
,,,,45830.4,
,,,,18338.4,
,,,,45830.4,
,,,,2714.0,
,,,,23839.92,
,,,,18610.08,
,,,,27507.6,
,,,,4965.0,
,,,,8688.75,
,,,,3748.64,
,,,,3998.4,
,,,,3747.3,
,,,,1.2,
,,,,24960.6,
,,,,23839.92,
,,,,16046.1,
,,,,21394.8,
,,,,18338.4,
,,,,17829.0,
,,,,23177.7,
,,,,2284.8,
,,,,111801.6,
,,,,46584.0,
,,,,27950.4,
,,,,44352.0,
,,,,44352.0,
,,,,1734.48,
,,,,17829.0,
,,,,92064.0,
,,,,46704.0,
,,,,9475.2,
,,,,92064.0,
,,,,15610.32,
,,,,1734.48,
,,,,92064.0,
,,,,3468.96,
,,,,4737.6,
,,,,4737.6,
,,,,1304.1,
,,,,1701.0,
,,,,42525.0,
,,,,1703.0,
,,,,1788.15,
,,,,35575.2,
,,,,5764.5,
,,,,44194.5,
,,,,25693.2,
,,,,19215.0,
,,,,25693.2,
,,,,19215.0,
,,,,3952.8,
,,,,0.0,
,,,,100.8,
,,,,9882.0,
,,,,9607.5,
,,,,21740.4,
,,,,78512.0,
,,,,604.8,
,,,,1143.8,
,,,,1890.0,
,,,,216.0,
,,,,59.0,
,,,,1317.6,
,,,,88480.0,
,,,,88480.0,
,,,,44240.0,
,,,,14061.6,
,,,,3780.0,
,,,,3706.0,
,,,,9600.0,
,,,,1317.6,
,,,,88480.0,
,,,,88480.0,
,,,,12052.8,
,,,,1890.0,
,,,,3891.3,
,,,,88480.0,
,,,,88480.0,
,,,,19764.0,
,,,,13450.5,
,,,,88480.0,
,,,,25735.32,
,,,,19246.5,
,,,,1296.0,
,,,,976.0,
,,,,3390.3,
,,,,87.0,
,,,,2905.3,
,,,,572.0,
,,,,44240.0,
,,,,44240.0,
,,,,27714.96,
,,,,15397.2,
,,,,35633.52,
,,,,9623.25,
,,,,43552.08,
,,,,44266.95,
,,,,90720.0,
,,,,45360.0,
,,,,90720.0,
,,,,648.0,
,,,,488.0,
,,,,50.0,
,,,,15876.0,
,,,,90720.0,
,,,,90720.0,
,,,,74844.0,
,,,,31626.0,
,,,,12770.88,
,,,,16867.2,
,,,,34698.24,
,,,,34698.24,
,,,,12650.4,
,,,,48493.2,
,,,,36800.0,
,,,,37260.0,
,,,,39660.0,
,,,,36800.0,
,,,,5520.0,
,,,,36800.0,
,,,,73600.0,
,,,,6900.0,
,,,,36800.0,
,,,,13800.0,
,,,,92000.0,
,,,,13800.0,
,,,,73600.0,
,,,,37260.0,
,,,,27600.0,
,,,,92000.0,
,,,,4140.0,
,,,,55200.0,
,,,,56580.0,
,,,,19320.0,
,,,,18400.0,
,,,,36800.0,
,,,,37260.0,
,,,,18400.0,
,,,,17940.0,
,,,,36800.0,
,,,,17940.0,
,,,,19950.0,
,,,,38000.0,
,,,,1050.0,
,,,,789.0,
,,,,7320.0,
,,,,131262.61,
,,,,0.0,
,,,,7320.0,
,,,,1350.0,
,,,,3660.0,
,,,,10980.0,
,,,,4680.0,
,,,,1050.0,
,,,,195.4,
,,,,4425.4,
,,,,2212.7,
,,,,4187.84,
,,,,4187.84,
,,,,6464.08,
,,,,390.8,
,,,,4680.0,
,,,,3232.04,
,,,,2093.92,
,,,,3660.0,
,,,,1200.0,
,,,,405.6,
,,,,3660.0,
,,,,750.0,
,,,,4680.0,
,,,,3660.0,
,,,,3660.0,
,,,,4680.0,
,,,,3660.0,
,,,,3660.0,
,,,,4680.0,
,,,,3660.0,
,,,,3660.0,
,,,,4680.0,
,,,,14040.0,
,,,,262.0,
,,,,18700.0,
,,,,9564.0,
,,,,2171.2,
,,,,9564.0,
,,,,14346.0,
,,,,1310.08,
,,,,2292.64,
,,,,3355.24,
,,,,14960.0,
,,,,4782.0,
,,,,13027.2,
,,,,2292.64,
,,,,3355.24,
,,,,136785.6,
,,,,17369.6,
,,,,13027.2,
,,,,9564.0,
,,,,2171.2,
,,,,4585.28,
,,,,1955.24,
,,,,2171.2,
,,,,2171.2,
,,,,9564.0,
,,,,7480.0,
,,,,3740.0,
,,,,4782.0,
,,,,4782.0,
,,,,3740.0,
,,,,4782.0,
,,,,3600.0,
,,,,5598.0,
,,,,366.0,
,,,,4360.0,
,,,,13292.16,
,,,,8720.0,
,,,,70891.52,
,,,,8720.0,
,,,,4677.12,
,,,,2338.56,
,,,,3422.16,
,,,,68676.16,
,,,,33230.4,
,,,,3422.16,
,,,,2338.56,
,,,,198.8,
,,,,6844.32,
,,,,3422.16,
,,,,8720.0,
,,,,22392.0,
,,,,8720.0,
,,,,3422.16,
,,,,1048.8,
,,,,5598.0,
,,,,8720.0,
,,,,11196.0,
,,,,5598.0,
,,,,5598.0,
,,,,4360.0,
,,,,4360.0,
,,,,4360.0,
,,,,6880.0,
,,,,366.0,
,,,,10308.0,
,,,,5154.0,
,,,,5154.0,
,,,,15462.0,
,,,,67521.6,
,,,,2375.8,
,,,,6953.8,
,,,,4341.6,
,,,,45014.4,
,,,,67521.6,
,,,,10308.0,
,,,,7814.88,
,,,,532.86,
,,,,150.0,
,,,,3008.0,
,,,,3473.28,
,,,,15462.0,
,,,,67521.6,
,,,,5154.0,
,,,,300.0,
,,,,6953.8,
,,,,5154.0,
,,,,5154.0,
,,,,5154.0,
,,,,5154.0,
,,,,5154.0,
,,,,10308.0,
,,,,5154.0,
,,,,615.0,
,,,,8448.0,
,,,,55196.0,
,,,,4224.0,
,,,,3410.82,
,,,,66235.2,
,,,,12672.0,
,,,,133.0,
,,,,1651.2,
,,,,50.0,
,,,,1851.84,
,,,,4629.6,
,,,,4661.44,
,,,,6821.64,
,,,,5555.52,
,,,,1651.2,
,,,,2207.84,
,,,,6821.64,
,,,,8448.0,
,,,,2330.72,
