Production date,Origin and Destination country,Project Name,Amount
,,,"1 310,08"
,,,"2 292,64"
,,,"3 355,24"
,,,"14 960,00"
,,,"4 782,00"
,,,"13 027,20"
,,,"2 292,64"
,,,"3 355,24"
,,,"136 785,60"
,,,"17 369,60"
,,,"13 027,20"
,,,"9 564,00"
,,,"2 171,20"
,,,"4 585,28"
,,,"1 955,24"
,,,"2 171,20"
,,,"2 171,20"
,,,"9 564,00"
,,,"7 480,00"
,,,"3 740,00"
,,,"4 782,00"
,,,"4 782,00"
,,,"3 740,00"
,,,"4 782,00"
,,,"3 600,00"
,,,"5 598,00"
,,,366
,,,"4 360,00"
,,,"13 292,16"
,,,"8 720,00"
,,,"70 891,52"
,,,"8 720,00"
,,,"4 677,12"
,,,"2 338,56"
,,,"3 422,16"
,,,"68 676,16"
,,,"33 230,40"
,,,"3 422,16"
,,,"2 338,56"
,,,"198,8"
,,,"6 844,32"
,,,"3 422,16"
,,,"8 720,00"
,,,"22 392,00"
,,,"8 720,00"
,,,"3 422,16"
,,,"1 048,80"
,,,"5 598,00"
,,,"8 720,00"
,,,"11 196,00"
,,,"5 598,00"
,,,"5 598,00"
,,,"4 360,00"
,,,"4 360,00"
,,,"4 360,00"
,,,"6 880,00"
,,,366
,,,"10 308,00"
,,,"5 154,00"
,,,"5 154,00"
,,,"15 462,00"
,,,"67 521,60"
,,,"2 375,80"
,,,"6 953,80"
,,,"4 341,60"
,,,"45 014,40"
,,,"67 521,60"
,,,"10 308,00"
,,,"7 814,88"
,,,"532,86"
,,,150
,,,"3 008,00"
,,,"3 473,28"
,,,"15 462,00"
,,,"67 521,60"
,,,"5 154,00"
,,,300
,,,"6 953,80"
,,,"5 154,00"
,,,"5 154,00"
,,,"5 154,00"
,,,"5 154,00"
,,,"5 154,00"
,,,"10 308,00"
,,,"5 154,00"
,,,615
,,,"8 448,00"
,,,"55 196,00"
,,,"4 224,00"
,,,"3 410,82"
,,,"66 235,20"
,,,"12 672,00"
,,,133
,,,"1 651,20"
,,,50
,,,"1 851,84"
,,,"4 629,60"
,,,"4 661,44"
,,,"6 821,64"
,,,"5 555,52"
,,,"1 651,20"
,,,"2 207,84"
,,,"6 821,64"
,,,"8 448,00"
,,,"2 330,72"
,,,"4 415,68"
,,,"8 448,00"
,,,"1 764,00"
,,,"2 207,84"
,,,"4 415,68"
,,,"8 448,00"
,,,"8 448,00"
,,,"2 940,00"
,,,"4 224,00"
,,,"8 448,00"
,,,"4 224,00"
,,,"4 224,00"
,,,"4 224,00"
,,,"9 048,00"
,,,"4 224,00"
,,,"8 448,00"
,,,"2 352,00"
,,,620
,,,"6 889,40"
,,,0
,,,"22 399,07"
,,,0
,,,"42 368,48"
,,,"4 740,00"
,,,"55 748,00"
,,,"3 187,20"
,,,"6 889,40"
,,,"2 520,00"
,,,"37 418,40"
,,,"6 889,40"
,,,"2 354,10"
,,,"8 919,68"
,,,"2 160,00"
,,,"3 444,70"
,,,"2 505,60"
,,,"4 740,00"
,,,"37 418,40"
,,,"10 044,00"
,,,"2 940,00"
,,,"3 187,20"
,,,"10 560,00"
,,,"5 280,00"
,,,"12 144,00"
,,,"6 300,00"
,,,"42 882,00"
,,,"14 142,00"
,,,"28 284,00"
,,,"28 284,00"
,,,"31 112,40"
,,,"19 798,80"
,,,"42 426,00"
,,,"174 744,15"
,,,"28 284,00"
,,,"242 880,00"
,,,"97 910,00"
,,,"42 426,00"
,,,"76 800,00"
,,,"28 284,00"
,,,"115 200,00"
,,,"28 284,00"
,,,"192 000,00"
,,,"130 560,00"
,,,"56 568,00"
,,,"288 000,00"
,,,"68 000,00"
,,,"192 000,00"
,,,"144 540,00"
,,,"20 400,00"
,,,"124 800,00"
,,,"28 284,00"
,,,"6 800,00"
,,,"120 960,00"
,,,"6 800,00"
,,,"84 852,00"
,,,"34 000,00"
,,,"169 704,00"
,,,"96 000,00"
,,,"34 000,00"
,,,"192 000,00"
,,,"34 000,00"
,,,"249 600,00"
,,,"20 400,00"
,,,"64 512,00"
,,,"6 596,00"
,,,"95 846,40"
,,,"35 618,40"
,,,"27 648,00"
,,,"2 638,40"
,,,"23 745,60"
,,,"58 982,40"
,,,"3 957,60"
,,,"36 864,00"
,,,"66 355,20"
,,,"162 201,60"
,,,"36 937,60"
,,,"1 843,20"
,,,"267 264,00"
,,,"72 556,00"
,,,"41 577,00"
,,,"5 276,80"
,,,"14 745,60"
,,,"36 864,00"
,,,"6 596,00"
,,,"17 149,60"
,,,"13 192,00"
,,,"66 355,20"
,,,"9 234,40"
,,,"55 296,00"
,,,"6 596,00"
,,,"175 104,00"
,,,"39 576,00"
,,,"5 543,60"
,,,"110 592,00"
,,,"19 788,00"
,,,"13 859,00"
,,,"2 800,00"
,,,"4 400,00"
,,,"4 640,00"
,,,"13 812,70"
,,,"13 812,70"
,,,"4 400,00"
,,,"4 640,00"
,,,"13 812,70"
,,,"4 400,00"
,,,"2 320,00"
,,,"13 812,70"
,,,"29 000,00"
,,,"4 400,00"
,,,"4 800,00"
,,,"4 800,00"
,,,"14 574,78"
,,,"4 800,00"
,,,"29 149,56"
,,,"4 800,00"
,,,"4 800,00"
,,,"2 320,00"
,,,"4 800,00"
,,,"4 800,00"
,,,"4 800,00"
,,,"4 800,00"
,,,"13 812,70"
,,,"4 800,00"
,,,"4 640,00"
,,,"4 800,00"
,,,"9 627,60"
,,,"182,75"
,,,"511,7"
,,,"1 023,40"
,,,"7 737,60"
,,,"6 489,60"
,,,"4 800,00"
,,,"998,4"
,,,"1 023,40"
,,,"1 310,40"
,,,0
,,,"1 830,40"
,,,"9 994,68"
,,,"6 543,80"
,,,"2 448,00"
,,,"4 800,00"
,,,"14 574,78"
,,,"2 448,00"
,,,"1 590,62"
,,,"11 192,35"
,,,"4 800,00"
,,,"4 800,00"
,,,"1 704,00"
,,,"877,2"
,,,"4 800,00"
,,,"4 800,00"
,,,"4 896,00"
,,,"4 800,00"
,,,"5 098,85"
,,,"4 800,00"
,,,"4 800,00"
,,,"6 048,00"
,,,"4 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"7 800,00"
,,,"6 592,00"
,,,"4 100,00"
,,,"14 000,00"
,,,"4 100,00"
,,,"8 200,00"
,,,"7 200,00"
,,,"23 430,00"
,,,"2 500,00"
,,,"2 500,00"
,,,"14 320,00"
,,,"2 500,00"
,,,"7 160,00"
,,,"2 500,00"
,,,"14 320,00"
,,,"2 500,00"
,,,"10 740,00"
,,,"5 000,00"
,,,"20 000,00"
,,,"20 000,00"
,,,"20 000,00"
,,,"20 000,00"
,,,"20 000,00"
,,,"16 000,00"
,,,"20 000,00"
,,,"40 000,00"
,,,"38 000,00"
,,,"72 000,00"
,,,"38 000,00"
,,,"72 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"88 000,00"
,,,"38 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"72 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"20 184,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"42 000,00"
,,,"72 000,00"
,,,"38 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"42 000,00"
,,,"70 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"72 000,00"
,,,"42 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"84 000,00"
,,,"19 000,00"
,,,"42 000,00"
,,,"19 000,00"
,,,"48 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"19 000,00"
,,,"1 680,00"
,,,"13,33"
,,,"1 680,00"
,,,"6,67"
,,,"7 350,00"
,,,"7 350,00"
,,,"7 350,00"
,,,"7 350,00"
,,,"7 350,00"
,,,"7 350,00"
,,,"7 350,00"
,,,"7 350,00"
,,,"43 200,00"
,,,"166 000,00"
,,,"74 700,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"37 875,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"25 250,00"
,,,"101 841,60"
,,,"10 483,20"
,,,"3 496,00"
,,,"7 928,00"
,,,"14 848,00"
,,,"23 792,00"
,,,"6 182,40"
,,,"7 776,00"
,,,"12 364,80"
,,,"3 496,00"
,,,"11 896,00"
,,,"7 928,00"
,,,"27 625,40"
,,,"4 640,00"
,,,"27 625,40"
,,,"4 640,00"
,,,"27 625,40"
,,,"4 640,00"
,,,"27 625,40"
,,,"4 640,00"
,,,"27 625,40"
,,,"4 640,00"
,,,"27 625,40"
,,,"4 640,00"
,,,"13 812,70"
,,,"16 240,00"
,,,"9 734,40"
,,,"9 734,40"
,,,"9 734,40"
,,,"18 009,60"
,,,"9 004,80"
,,,"4 502,40"
,,,"15 163,20"
,,,"7 581,60"
,,,"15 163,20"
,,,"3 790,80"
,,,"2 106,00"
,,,"16 161,60"
,,,"7 425,60"
,,,"1 092,00"
,,,"23 587,20"
,,,"10 684,80"
,,,"8 164,80"
,,,"16 329,60"
,,,"16 216,20"
,,,0
,,,"8 164,80"
,,,"8 164,80"
,,,0
,,,"8 164,80"
,,,"9 734,40"
,,,"19 468,80"
,,,"2 028,00"
,,,0
,,,"1 014,00"
,,,"2 028,00"
,,,0
,,,"9 734,40"
,,,"4 056,00"
,,,"18 009,60"
,,,"33 768,00"
,,,"10 108,80"
,,,"25 272,00"
,,,"32 760,00"
,,,"5 241,60"
,,,"37 396,80"
,,,"16 329,60"
,,,"16 329,60"
,,,"9 004,80"
,,,"3 931,20"
,,,"8 013,60"
,,,"8 013,60"
,,,"4 100,00"
,,,180
,,,210
,,,0
,,,96
,,,"50,2"
,,,"5,44"
,,,"54,4"
,,,25
,,,54
,,,297
,,,198
,,,"60,5"
,,,99
,,,121
,,,99
,,,99
,,,198
,,,40
,,,170
,,,198
,,,396
,,,99
,,,99
,,,80
,,,858
,,,"633,6"
,,,132
,,,176
,,,44
,,,707
,,,"354,87"
,,,176
,,,600
,,,106
,,,45
,,,45
,,,468
,,,50
,,,150
,,,386
,,,548
,,,159
,,,"65,2"
,,,"1 177,00"
,,,"271,2"
,,,386
,,,"1 920,00"
,,,"67,8"
,,,"1 998,00"
,,,"2 220,00"
,,,"7 371,00"
,,,"8 400,00"
,,,"2 688,00"
,,,"2 688,00"
,,,0
,,,"2 688,00"
,,,"5 376,00"
,,,"4 166,40"
,,,"4 740,96"
,,,"4 740,96"
,,,"9 475,20"
,,,"8 848,00"
,,,448
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"2 442,00"
,,,"2 886,00"
,,,"4 424,00"
,,,"11 060,00"
,,,560
,,,"2 212,00"
,,,112
,,,224
,,,"2 756,50"
,,,"13 320,00"
,,,"5 550,00"
,,,"2 444,00"
,,,"6 804,00"
,,,336
,,,"18 144,00"
,,,896
,,,"4 536,00"
,,,224
,,,"18 144,00"
,,,896
,,,"4 888,00"
,,,"11 544,00"
,,,"6 110,00"
,,,810
,,,"3 774,00"
,,,"11 340,00"
,,,560
,,,"4 536,00"
,,,224
,,,"4 536,00"
,,,224
,,,"5 670,00"
,,,280
,,,"4 536,00"
,,,224
,,,"1 776,00"
,,,"13 320,00"
,,,"4 502,40"
,,,"19 411,20"
,,,0
,,,"8 192,00"
,,,"6 144,00"
,,,"3 072,00"
,,,"3 072,00"
,,,"5 598,00"
,,,"9 108,00"
,,,"2 156,00"
,,,"6 888,00"
,,,"6 888,00"
,,,"3 036,00"
,,,"2 296,00"
,,,"2 296,00"
,,,"18 633,60"
,,,"22 848,00"
,,,"4 658,40"
,,,"7 106,40"
,,,"6 636,00"
,,,336
,,,"15 484,00"
,,,784
,,,"4 424,00"
,,,224
,,,"8 848,00"
,,,448
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"2 212,00"
,,,"6 636,00"
,,,112
,,,"4 424,00"
,,,224
,,,336
,,,"11 340,00"
,,,"6 804,00"
,,,"45 360,00"
,,,"27 216,00"
,,,"3 336,00"
,,,"3 336,00"
,,,"3 200,00"
,,,"28 700,00"
,,,"8 400,00"
,,,"3 520,00"
,,,"6 000,00"
,,,"3 520,00"
,,,"3 600,00"
,,,"3 520,00"
,,,"2 400,00"
,,,"28 700,00"
,,,"2 400,00"
,,,"28 700,00"
,,,"4 800,00"
,,,"2 400,00"
,,,"12 000,00"
,,,"3 520,00"
,,,"6 000,00"
,,,"6 000,00"
,,,"3 520,00"
,,,"3 600,00"
,,,"3 900,00"
,,,"1 200,00"
,,,"1 200,00"
,,,"1 200,00"
,,,"1 200,00"
,,,"3 900,00"
,,,"1 700,00"
,,,"3 450,00"
,,,"2 047,50"
,,,0
,,,"2 400,00"
,,,0
,,,"32 700,00"
,,,"36 546,00"
,,,"7 650,00"
,,,"12 000,00"
,,,"5 100,00"
,,,"5 481,90"
,,,"3 000,00"
,,,"18 273,00"
,,,"2 550,00"
,,,"1 200,00"
,,,"2 343,60"
,,,"1 230,60"
,,,"3 727,50"
,,,315
,,,"29 557,50"
,,,"3 108,00"
,,,"2 220,00"
,,,"1 776,00"
,,,"1 776,00"
,,,"3 996,00"
,,,"15 397,20"
,,,"4 888,00"
,,,"2 886,00"
,,,"1 776,00"
,,,"1 998,00"
,,,"2 268,00"
,,,"3 774,00"
,,,"1 458,00"
,,,"733,2"
,,,"733,2"
,,,50
,,,"5 550,00"
,,,"22 127,00"
,,,"22 624,28"
,,,"5 275,80"
,,,"19 353,00"
,,,150
,,,"513,3"
,,,"6 464,08"
,,,"3 232,04"
,,,"4 425,40"
,,,"50 558,34"
,,,0
,,,"6 192,96"
,,,"4 065,00"
,,,"2 550,00"
,,,"110 635,00"
,,,"2 436,00"
,,,"66 486,56"
,,,"11 463,20"
,,,"809,6"
,,,"4 872,00"
,,,"22 926,40"
,,,0
,,,"27 511,68"
,,,0
,,,"4 872,00"
,,,"84 188,16"
,,,"11 480,00"
,,,"35 078,40"
,,,"42 094,08"
,,,"18 708,48"
,,,"18 708,48"
,,,"116 928,00"
,,,"9 139,20"
,,,"18 708,48"
,,,"6 844,32"
,,,"262,2"
,,,"4 501,44"
,,,"93 542,40"
,,,"4 737,60"
,,,"2 098,32"
,,,"2 098,32"
,,,"121 197,44"
,,,"2 660,00"
,,,"19 908,00"
,,,"1 008,00"
,,,"36 211,20"
,,,"3 410,82"
,,,"46 614,40"
,,,"1 568,16"
,,,"11 653,60"
,,,"372,96"
,,,"1 118,88"
,,,"1 176,00"
,,,"1 491,84"
,,,"5 550,00"
,,,"2 220,00"
,,,"36 660,00"
,,,"6 110,00"
,,,"6 110,00"
,,,"3 774,00"
,,,"5 550,00"
,,,"4 275,00"
,,,"19 950,00"
,,,"4 275,00"
,,,"64 323,00"
,,,"15 675,00"
,,,"2 850,00"
,,,"52 725,00"
,,,"53 602,50"
,,,"42 882,00"
,,,"61 106,85"
,,,"17 152,80"
,,,"98 628,60"
,,,"9 975,00"
,,,"31 089,45"
,,,"2 850,00"
,,,"26 801,25"
,,,"8 550,00"
,,,"51 458,40"
,,,"5 700,00"
,,,"39 665,85"
,,,"70 720,00"
,,,"5 440,00"
,,,"70 720,00"
,,,"32 640,00"
,,,"40 320,00"
,,,"2 720,00"
,,,"74 800,00"
,,,"103 680,00"
,,,"2 720,00"
,,,"3 840,00"
,,,"11 520,00"
,,,"2 828,40"
,,,"2 720,00"
,,,"39 597,60"
,,,"27 840,00"
,,,"3 840,00"
,,,"5 656,80"
,,,"3 840,00"
,,,"11 313,60"
,,,"18 240,00"
,,,"2 828,40"
,,,"57 600,00"
,,,"28 284,00"
,,,"28 284,00"
,,,"29 920,00"
,,,"53 739,60"
,,,"20 400,00"
,,,"66 804,48"
,,,"2 720,00"
,,,"38 400,00"
,,,"21 760,00"
,,,"3 840,00"
,,,"28 284,00"
,,,"39 597,60"
,,,"28 284,00"
,,,"19 200,00"
,,,"2 720,00"
,,,"2 720,00"
,,,"34 560,00"
,,,"33 940,80"
,,,"57 600,00"
,,,"84 852,00"
,,,"115 200,00"
,,,"44 880,00"
,,,"44 880,00"
,,,"115 200,00"
,,,"25 455,60"
,,,"38 400,00"
,,,"16 970,40"
,,,"19 200,00"
,,,"1 840,00"
,,,"1 652,70"
,,,"3 305,40"
,,,"6 296,00"
,,,"1 721,00"
,,,"2 084,00"
,,,"1 380,00"
,,,"19 832,40"
,,,"6 610,80"
,,,"3 305,40"
,,,"2 885,90"
,,,"7 870,00"
,,,"1 301,00"
,,,"7 236,60"
,,,"3 446,00"
,,,"1 723,00"
,,,"1 723,00"
,,,"3 406,00"
,,,"35 763,00"
,,,"1 788,15"
,,,"19 669,65"
,,,"3 009,40"
,,,495
,,,299
,,,59
,,,"5 364,45"
,,,"6 812,00"
,,,"6 812,00"
,,,"1 823,00"
,,,"1 703,00"
,,,"41 707,05"
,,,"10 362,00"
,,,"16 320,15"
,,,0
,,,"27 621,30"
,,,"45 377,85"
,,,"9 734,40"
,,,0
,,,"9 004,80"
,,,"10 108,80"
,,,"10 108,80"
,,,"5 241,60"
,,,"5 241,60"
,,,"7 862,40"
,,,"7 862,40"
,,,"8 013,60"
,,,"21 369,60"
,,,"8 013,60"
,,,"8 013,60"
,,,"32 659,20"
,,,"8 164,80"
,,,"2 342,40"
,,,"26 964,00"
,,,"38 904,00"
,,,"37 283,00"
,,,"29 178,00"
,,,"9 726,00"
,,,"22 829,04"
,,,"15 044,40"
,,,"24 585,12"
,,,"13 372,80"
,,,"77 759,37"
,,,"13 482,00"
,,,"44 178,40"
,,,"5 270,40"
,,,"3 864,00"
,,,"6 832,00"
,,,"77 808,00"
,,,"37 283,00"
,,,"37 283,00"
,,,"6 626,76"
,,,"2 208,92"
,,,"6 270,72"
,,,"19 880,28"
,,,"22 470,00"
,,,"35 524,80"
,,,"13 482,00"
,,,"5 270,40"
,,,"71 049,60"
,,,"10 973,76"
,,,"13 253,52"
,,,"8 835,68"
,,,"8 988,00"
,,,"8 988,00"
,,,"38 904,00"
,,,"20 118,56"
,,,"5 512,64"
,,,"56 697,76"
,,,"5 270,40"
,,,"4 494,00"
,,,"11 044,60"
,,,"21 947,52"
,,,"2 208,92"
,,,"2 208,92"
,,,"19 880,28"
,,,"4 417,84"
,,,"4 494,00"
,,,"2 570,40"
,,,"16 210,00"
,,,"37 283,00"
,,,"5 140,80"
,,,"1 828,96"
,,,"6 626,76"
,,,"3 226,44"
,,,"38 904,00"
,,,"21 073,00"
,,,"1 626,45"
,,,"1 626,45"
,,,"16 210,00"
,,,"22 694,00"
,,,"4 417,84"
,,,"6 626,76"
,,,"22 470,00"
,,,"9 216,55"
,,,"19 452,00"
,,,"772,8"
,,,"4 417,84"
,,,"2 208,92"
,,,"1 545,60"
,,,"4 494,00"
,,,"3 226,44"
,,,"2 208,92"
,,,"2 208,92"
,,,"21 840,00"
,,,"772,8"
,,,"2 208,92"
,,,"1 880,00"
,,,459
,,,"5 140,80"
,,,"5 140,80"
,,,"4 152,60"
,,,"13 482,00"
,,,"4 494,00"
,,,"35 952,00"
,,,"1 691,80"
,,,"9 325,26"
,,,"1 378,16"
,,,"9 325,26"
,,,"7 260,00"
,,,"4 494,00"
,,,"585,6"
,,,"8 988,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"27 394,80"
,,,0
,,,"35 520,00"
,,,"35 520,00"
,,,"6 770,40"
,,,"4 513,60"
,,,"142 080,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"28 120,00"
,,,"7 400,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"71 040,00"
,,,0
,,,"35 520,00"
,,,"17 762,40"
,,,"34 040,00"
,,,"8 400,00"
,,,"2 220,40"
,,,"19 320,00"
,,,"3 864,00"
,,,"4 611,60"
,,,"3 864,00"
,,,"17 762,40"
,,,"2 018,52"
,,,"34 314,84"
,,,"2 256,80"
,,,"4 513,60"
,,,"10 092,60"
,,,"3 792,60"
,,,"2 088,00"
,,,"23 184,00"
,,,"50 463,00"
,,,"12 528,00"
,,,"3 864,00"
,,,"3 272,08"
,,,"4 611,60"
,,,"11 592,00"
,,,"7 728,00"
,,,"17 762,40"
,,,"4 648,00"
,,,"35 520,00"
,,,"14 129,64"
,,,0
,,,"6 972,00"
,,,693
,,,"2 088,00"
,,,"4 037,04"
,,,"6 055,56"
,,,"30 240,00"
,,,"2 562,00"
,,,"4 037,04"
,,,"2 049,60"
,,,"5 040,00"
,,,"4 611,60"
,,,"11 772,00"
,,,"19 200,00"
,,,"19 200,00"
,,,"3 960,00"
,,,"3 960,00"
,,,"17 762,40"
,,,"2 324,00"
,,,693
,,,"4 648,00"
,,,"4 648,00"
,,,"2 088,00"
,,,693
,,,"6 264,00"
,,,"17 762,40"
,,,"47 088,00"
,,,"1 970,40"
,,,"3 063,48"
,,,"10 092,60"
,,,0
,,,"2 772,00"
,,,"341,6"
,,,"1 636,04"
,,,"20 185,20"
,,,0
,,,"2 088,00"
,,,"27 888,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"29 600,00"
,,,"19 656,00"
,,,"18 439,20"
,,,"2 324,00"
,,,"2 324,00"
,,,"20 185,20"
,,,"49 081,20"
,,,0
,,,"4 648,00"
,,,"3 108,00"
,,,"3 108,00"
,,,"29 600,00"
,,,"9 296,00"
,,,"7 920,00"
,,,"35 520,00"
,,,"1 636,04"
,,,"25 615,20"
,,,0
,,,"2 018,52"
,,,"6 055,56"
,,,"738,9"
,,,"2 018,52"
,,,"17 762,40"
,,,"4 648,00"
,,,"3 940,80"
,,,"3 272,08"
,,,693
,,,"2 324,00"
,,,"12 111,12"
,,,"21 268,52"
,,,"25 682,40"
,,,0
,,,"1 386,00"
,,,"683,2"
,,,"4 908,12"
,,,"12 642,00"
,,,"2 324,00"
,,,"16 600,00"
,,,"2 324,00"
,,,"2 018,52"
,,,"2 324,00"
,,,"3 448,20"
,,,"17 762,40"
,,,"4 648,00"
,,,"1 386,00"
,,,"5 160,00"
,,,"5 160,00"
,,,"9 296,00"
,,,"4 037,04"
,,,"2 018,52"
,,,"3 465,00"
,,,"8 600,00"
,,,"1 806,00"
,,,"3 960,00"
,,,"4 648,00"
,,,"3 063,48"
,,,"14 553,00"
,,,"69 560,00"
,,,"35 742,00"
,,,"3 240,00"
,,,"2 156,00"
,,,"1 089,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"72 000,00"
,,,"36 000,00"
,,,"36 000,00"
,,,488
,,,"35 520,00"
,,,"5 097,60"
,,,"35 520,00"
,,,"33 432,00"
,,,"13 986,00"
,,,"7 400,00"
,,,"35 520,00"
,,,"106 560,00"
,,,"2 817,60"
,,,"9 540,00"
,,,"95 400,00"
,,,"1 575,00"
,,,"30 000,00"
,,,"3 150,00"
,,,"36 000,00"
,,,"36 000,00"
,,,"30 000,00"
,,,"3 150,00"
,,,"36 240,00"
,,,"11 480,00"
,,,"18 120,00"
,,,"18 120,00"
,,,"35 520,00"
,,,"5 097,60"
,,,"6 160,00"
,,,"8 915,20"
,,,"2 296,00"
,,,"6 888,00"
,,,"6 888,00"
,,,"9 240,00"
,,,"25 724,16"
,,,"21 047,04"
,,,"835,2"
,,,"36 240,00"
,,,"72 480,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"3 157,44"
,,,"16 905,60"
,,,"5 088,00"
,,,"23 310,00"
,,,"5 920,00"
,,,"6 888,00"
,,,"16 905,60"
,,,"3 422,16"
,,,"3 422,16"
,,,"18 840,00"
,,,"1 046,50"
,,,"835,2"
,,,"2 997,60"
,,,"5 088,00"
,,,"7 015,68"
,,,"2 338,56"
,,,"6 888,00"
,,,"4 592,00"
,,,"5 088,00"
,,,"2 338,56"
,,,"16 905,60"
,,,"2 296,00"
,,,"2 584,40"
,,,"35 520,00"
,,,"35 520,00"
,,,"35 520,00"
,,,"31 080,00"
,,,"4 662,00"
,,,"4 592,00"
,,,"2 584,40"
,,,"2 296,80"
,,,"4 677,12"
,,,"4 677,12"
,,,"4 176,00"
,,,"2 338,56"
,,,"4 592,00"
,,,"9 780,00"
,,,"11 480,00"
,,,"2 296,00"
,,,"6 888,00"
,,,"2 454,40"
,,,"2 215,36"
,,,"16 905,60"
,,,"2 338,56"
,,,"2 454,40"
,,,"9 184,00"
,,,"16 905,60"
,,,"16 905,60"
,,,"2 338,56"
,,,"4 677,12"
,,,"14 800,00"
,,,"2 296,00"
,,,"11 692,80"
,,,"13 040,00"
,,,"2 982,00"
,,,"2 296,00"
,,,"2 783,20"
,,,"2 296,00"
,,,"4 890,00"
,,,"3 260,00"
,,,"2 338,56"
,,,"2 296,00"
,,,"2 296,00"
,,,"2 296,00"
,,,"2 296,00"
,,,"16 905,60"
,,,"5 635,20"
,,,"35 616,00"
,,,"5 088,00"
,,,"50 880,00"
,,,"104 940,00"
,,,"5 995,20"
,,,"5 088,00"
,,,"12 150,00"
,,,0
,,,"34 824,00"
,,,"17 985,60"
,,,"4 602,00"
,,,"9 664,20"
,,,"14 510,00"
,,,"34 824,00"
,,,"33 373,00"
,,,"1 451,00"
,,,854
,,,"34 824,00"
,,,"34 824,00"
,,,"34 824,00"
,,,"34 824,00"
,,,0
,,,"14 510,00"
,,,"33 373,00"
,,,"1 451,00"
,,,"12 150,00"
,,,0
,,,"17 740,80"
,,,"9 139,20"
,,,"15 110,00"
,,,"2 697,84"
,,,"34 824,00"
,,,"14 780,00"
,,,"20 174,70"
,,,"4 569,60"
,,,"6 854,40"
,,,"6 854,40"
,,,"88 704,00"
,,,"88 704,00"
,,,"88 704,00"
,,,"88 704,00"
,,,"88 704,00"
,,,"34 272,00"
,,,"20 260,80"
,,,"1 551,90"
,,,"93 139,20"
,,,"88 704,00"
,,,"88 704,00"
,,,"88 704,00"
,,,"39 916,80"
,,,"7 106,40"
,,,"34 824,00"
,,,"17 985,60"
,,,"11 844,00"
,,,"11 844,00"
,,,"4 737,60"
,,,"7 106,40"
,,,"15 727,04"
,,,"42 033,60"
,,,"1 523,55"
,,,"46 704,00"
,,,"92 064,00"
,,,"60 715,20"
,,,"58 380,00"
,,,"92 064,00"
,,,"16 149,00"
,,,"7 106,40"
,,,"21 319,20"
,,,"6 740,16"
,,,"2 997,60"
,,,"34 824,00"
,,,"92 064,00"
,,,"7 106,40"
,,,"24 713,92"
,,,"4 737,60"
,,,"21 319,20"
,,,"4 737,60"
,,,"34 824,00"
,,,"34 824,00"
,,,"34 824,00"
,,,"27 569,00"
,,,"6 094,20"
,,,"34 824,00"
,,,"34 824,00"
,,,"34 824,00"
,,,"34 824,00"
,,,"11 965,80"
,,,"2 246,72"
,,,"5 154,00"
,,,"17 985,60"
,,,"5 154,00"
,,,"2 902,00"
,,,"31 922,00"
,,,"18 950,40"
,,,"9 475,20"
,,,"4 737,60"
,,,"4 737,60"
,,,"2 335,20"
,,,"7 106,40"
,,,"4 737,60"
,,,"34 824,00"
,,,"34 824,00"
,,,"34 824,00"
,,,"92 064,00"
,,,"92 064,00"
,,,"27 569,00"
,,,"6 094,20"
,,,"4 465,44"
,,,"11 844,00"
,,,"7 106,40"
,,,"11 844,00"
,,,"14 212,80"
,,,"18 086,67"
,,,"7 555,00"
,,,"17 985,60"
,,,"92 064,00"
,,,"92 064,00"
,,,"2 246,72"
,,,"2 246,72"
,,,"4 242,80"
,,,"2 246,72"
,,,"8 986,88"
,,,"17 985,60"
,,,"3 288,04"
,,,"4 493,44"
,,,"2 592,46"
,,,"14 212,80"
,,,"2 368,80"
,,,"22 467,20"
,,,"35 544,00"
,,,"6 044,00"
,,,"1 050,00"
,,,"1 199,04"
